id,group_id,weapon_id,name,desc,weapon_passive_id,hidden_effect_id,default_skill_id,weight,req_str,req_dex,req_int,req_fai,req_arq
1000,10,00,Twinblade,"A sword with blades on both sides of the hilt.
This weapon is difficult to wield and demands high dexterity.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",-,-,Spinning Slash,7,10,18,0,0,0
1003,10,03,Twinned Knight Swords,"An attractive twinblade of fine make that prizes the chivalric way.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",-,-,Spinning Slash,8,16,18,0,0,0
1001,10,01,Godskin Peeler,"Unique twinblade wielded by Godskin Apostles characterized by its disturbing design. One end features a sickle for slicing attacks while the other boasts a winding spike for boring into flesh.

Much skill is required to wield this weapon due to its asymmetric nature.",-,-,Black Flame Tornado,8,17,22,0,0,0
1008,10,08,Gargoyle's Twinblade,"Bronze twinblade wielded by Valiant Gargoyles.

Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions.",-,-,Spinning Slash,8.5,18,15,0,0,0
1009,10,09,Gargoyle's Black Blades,"Bronze twinblade wielded by Valiant Gargoyles, mended with blackened corpse wax.
Deals holy damage.

Such is the mark of those who serve Maliketh, the Black Blade.",-,-,Spinning Slash,8.5,18,15,0,22,0
1005,10,05,Eleonora's Poleblade,"Twinned naginata forged in the Land of Reeds.
Chosen weapon of Eleonora, Violet Bloody Finger.

Her mastery of the sword was such that her onslaught was likened to a whirlwind, but now her legacy is stained by accursed blood.",Causes blood loss buildup (),-,Bloodblade Dance,6,12,21,0,0,19
1402,14,02,Hand Axe,"Commonly known as a hatchet, this smaller variety of axe is an everyday work tool.

Despite its short reach, it is easy to handle, exceling in successive attacks.",-,-,Quickstep,3.5,9,8,0,0,0
1401,14,01,Forked Hatchet,"Peculiar hatchet wielded by imps.

The gently undulating forked blade is known as an ""imp's tongue"" and causes blood loss.",Causes blood loss buildup (),-,Quickstep,2.5,9,14,0,0,0
1400,14,00,Battle Axe,"A thick, heavy blade attached to a handle. A versatile, standard weapon

Capable of powerful attacks thanks to the weighty blade, these weapons are also regarded for their powerful charge attacks.",-,-,Wild Strikes,4.5,12,8,0,0,0
1501,15,01,Warped Axe,"Oversized double-headed axe with a bizarre, almost melted appearance.

Brute strength is the only thing required to wield this weapon, which appears to have taken quite the beating itself.",-,-,War Cry,7.5,24,8,0,0,0
1403,14,03,Jawbone Axe,"Axe made from a herbivore's skull. Weapon of the ancestral followers who disdain metal.

This axe is more of a bludgeon; it forgoes a bladed edge, instead using the beast's molar teeth to buffet foes, dealing strike damage.",-,-,Wild Strikes,5.5,14,8,0,0,0
1404,14,04,Iron Cleaver,"Fairly large iron cleaver, commonly used by the maltreated Misbegotten.

Steeped in resentment, these weapons are swung wildly and relentlessly, often after rushing up to foes. ",-,-,Wild Strikes,6,15,7,0,0,0
1410,14,10,Highland Axe,"Single-sided axe used by the warriors of the highlands.

Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.",-,Enhance Roar/Breath Attack,War Cry,4.5,12,9,0,0,0
1406,14,06,Celebrant's Cleaver,"Cleaver decorated with many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village.

Crafted from human bone.
Grants trace amounts of runes upon landing attacks.",-,Rune Gain on Hit,Wild Strikes,4.5,12,8,0,0,0
1411,14,11,Sacrificial Axe,"Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity.

The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.",-,Enhance Roar/Breath Attack,Wild Strikes,5.5,16,10,0,0,0
1408,14,08,Icerind Hatchet,"A hatchet with a frost-coated blade. One of several gifts given by Castle Sol in the distant north.

Known as ""freezing fog,"" the blade is thought to be a dragon's scale. Inflicts a powerful frost effect.",Causes frost buildup (),-,Hoarfrost Stomp,3,11,16,0,0,0
1405,14,05,Ripple Blade,"Unique weapon wielded by young Albinaurics, this sword is modelled after the ripples that are thought to be the origin of their species.

Its attack power is greatly enhanced with one's arcane attribute.",-,-,Wild Strikes,4.5,11,11,0,0,20
1414,14,14,Stormhawk Axe,"Battle axe designed to resemble a hawk, with its wings comprising the blade. Signature weapon of warriors who strive to remain one with the storm, despite being so far from their place of birth.

Their hearts are proud, and thereby easily undone.",-,-,Thunderstorm,5.5,19,15,0,0,0
1412,14,12,Rosus' Axe,"Usher of Death, Rosus, who shows the path to the catacombs throughout the Lands Between, is depicted on this ritual axe.

The dead easily lose their way, and have always been in sore need of a guiding hand.",-,-,Rosus's Summons,5.5,18,10,18,0,0
1500,15,00,Greataxe,"Greataxe akin to a huge lump of iron. Recognized as the weapon of choice of badland chieftains.

Too heavy to be wielded by those of merely ordinary strength, blows from this axe will flatten enemies, and the force of its charged attack is a sight to behold.",-,-,Barbaric Roar,13,30,8,0,0,0
1503,15,03,Crescent Moon Axe,"Greataxe with a large, arcing blade and long handle. The ""Crescent Moon"" of its name is said to have been spurred by nostalgia.

Specializes in sweeping through foes by making use of its long handle.",-,-,War Cry,12.5,25,15,0,0,0
1505,15,05,Longhaft Axe,"Large iron axe with a long handle. Weapon of the maltreated Misbegotten.

Making use of the force generated by its length, this weapon's resentment-charged blows are difficult to stop.",-,-,War Cry,12.5,24,8,0,0,0
1508,15,08,Executioner's Greataxe,"Bulky cleaver welded to a long haft. Said to have been used to dispatch the remnants of defeated armies, felling them like timber.

Perhaps that is the reason it excels at critical hits.",-,-,War Cry,15,34,8,0,0,0
1502,15,02,Great Omenkiller Cleaver,"The blade of this huge, loathsome cleaver comprises a row of amputated Omen horns. Weapon of slaughter wielded by Omenkillers. 

The hideous horns cause blood loss, adding vibrant colors to the ongoing mayhem.",Causes blood loss buildup (),-,Wild Strikes,11,23,12,0,0,0
1506,15,06,Rusted Anchor,"A rusty anchor wielded as a weapon. Each of its four flukes is thick and sharp, enabling piercing attacks.

When the Tarnished left the Lands Between with their Lord, one boat alone was said to have been left behind.",-,-,Barbaric Roar,12.5,26,9,0,0,0
1512,15,12,Butchering Knife,"Huge carving knife made to cleanly butcher the human body. Signature weapon of the Ogress Anastasia, known to have eaten countless Tarnished while disguised as a Finger Maiden.

Restores a very small amount of HP when it squarely strikes an enemy.",-,Restore HP on Hit,Barbaric Roar,8.5,16,20,0,0,0
1513,15,13,Gargoyle's Great Axe,"Bronze greataxe wielded by Valiant Gargoyles.

Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions.",-,-,War Cry,8.5,24,8,0,0,0
1514,15,14,Gargoyle's Black Axe,"Bronze greataxe wielded by Valiant Gargoyles, mended with blackened corpse wax.
Deals holy damage.

Such is the mark of those who serve Maliketh, the Black Blade.",-,-,War Cry,8.5,24,8,0,22,0
1511,15,11,Winged Greathorn,"Distinctive horn suffused with the power of ancestral spirits. This large, wing-shaped specimen is wielded as a weapon of spirit worship.

In the ancestral spirit-worshipping faith, these are considered envoys' wings, made to reap the lives of beings which experience no sprouting.",-,-,Soul Stifler,11,30,20,0,0,0
1504,15,04,Axe of Godrick,"Greataxe wielded by Godrick the Grafted. This golden battleaxe is emblazoned with the figure of a beast, representing the strength of Godfrey, First Elden Lord and patriarch of the golden lineage.

""I command thee kneel! For I am the lord of all that is golden!""",-,-,I Command Thee,11,34,22,0,0,0
1101,11,01,Club,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength and persistence to hammer your foe into the ground.",-,-,Barbaric Roar,3.5,10,0,0,0,0
1103,11,03,Curved Club,"Hard, curved club, shaped like a crescent moon.

Wielded instead of a curved sword by Albinaurics lacking dexterity. The only point of similarity between the two is the shape.",-,-,Barbaric Roar,5,11,7,0,0,0
1107,11,07,Spiked Club,"A club with beast fangs wrapped around the striking end. The uneven spread of fangs causes blood loss.

Given only to the toughest of demi-humans, this weapon is a badge of honor. Or so the demi-humans believe.",Causes blood loss buildup (),-,Barbaric Roar,5,12,7,0,0,0
1114,11,14,Stone Club,"Signature weapon of battlemages, hewn from hard glintstone. This club is much heavier than its size suggests, but has no magic power.

So that they not lose sight of the true essence of combat, battlemages prefer to feel the impact of their blows, fighting their opponents hand to hand.",-,-,Kick,7,16,8,0,0,0
1100,11,00,Mace,"An iron bludgeon with sharp protrusions.

Striking attacks have few drawbacks, potent as they are at breaking through guards and stances. Most suited to head on slugging matches.",-,-,Kick,4.5,12,7,0,0,0
1105,11,05,Morning Star,"Battle hammer comprised of a globe attached to a handle. Though a bludgeon dealing strike damage, the appellative star is covered in spikes which cause blood loss.

Ironic given its graceful name, this weapon often reeks of blood.",Causes blood loss buildup (),-,Kick,5,12,8,0,0,0
1104,11,04,Warpick,"Battle hammer with a hard protruding beak.
A pickaxe designed for combat, in essence.

A simple but highly effective weapon, the weighty piercing attack casually rips through metal armor.",-,-,Kick,2.5,11,9,0,0,0
1108,11,08,Hammer,"Hammer comprised of a large stone affixed to a metal handle. Originally a blacksmith's tool.

The art of smithing is said to have originated among the giants. This weapon's striking attacks boast ample weight behind them.",-,-,Kick,6.5,14,7,0,0,0
1109,11,09,Monk's Flamemace,"Battle hammer made to resemble flickering flames. Signature weapon of the Fire Monks, who hail from the Mountaintops of the Giants.

The unique strong attack rouses fiery combative spirit.",-,-,Kick,6,13,13,0,0,0
1106,11,06,Varré's Bouquet,"A steel mace resembling a charming bouquet of roses. Each petal has a sharpened edge, leaving the roses perpetually colored with blood.

This weapon reflects White Mask Varré's manner of speech rather well, enticing in its splendor, but full of deadly consequence.",Causes blood loss buildup (),-,Blood Tax,2,8,16,0,0,24
1110,11,10,Envoy's Horn,"Golden horn of the Oracle Envoys. Profoundly weighty, its blows are sure to be felt.

Originally an instrument, but one that cannot be sounded by a mere human. Or perhaps it is too early to sound the call.",-,-,Oracular Bubble,4,10,12,0,16,0
1112,11,12,Nox Flowing Hammer,"Mace shaped like a suspended metal droplet wielded by monks of the Eternal City.

Forged from liquid metal from a Silver Tear, it is thoroughly tempered until hardened.",-,-,Flowing Form,6.5,17,7,0,0,0
1113,11,13,Ringed Finger,"Bludgeon made of an enormous finger sheathed in several heavy rings. Thought to have been cut from an ancestor of the Fingercreeper.

Some life yet remains in this legacy of an ancient act of blasphemy, as evidenced by the barely perceptible warmth it still exudes.",-,-,Claw Flick,4.5,15,9,0,0,0
1111,11,11,Scepter of the All-Knowing,"Scepter in the form of a hand grasping a pearl. Signature weapon of Sir Gideon Ofnir, the All-Knowing. The pearl stands for the world, the heavens, and an eye, representing the many forms of knowledge, never fully attainable. Even knowing that, the All-Knowing's hand grasps for it.",-,-,Knowledge Above All,4.5,12,18,21,0,0
1115,11,15,Marika's Hammer,"Stone hammer made in the lands of the Numen, outside the Lands Between. The tool with which Queen Marika shattered the Elden Ring and Radagon attempted to repair it.

The hammer partially broke upon shattering the Ring, becoming splintered with rune fragments.",-,-,Gold Breaker,6,20,12,0,19,0
1301,13,01,Flail,"Weapon consisting of a bludgeoning head attached to a handle by a chain. The iron ball is spiked and induces blood loss.

Blows from this weapon cannot be parried. The charge attack whirls the iron ball around for increased force before striking.",Causes blood loss buildup (),-,Spinning Chain,5,10,18,0,0,0
1300,13,00,Nightrider Flail,"A flail with two additional bludgeoning heads.
Weapon of the Night's Cavalry who ride funeral steeds.

The large spikes make it highly effective at inducing blood loss, but also demand higher dexterity to wield.",Causes blood loss buildup (),-,Spinning Chain,6,10,24,0,0,0
1304,13,04,Chainlink Flail,"A spiked iron tube attached by a chain wielded by Mad Pumpkin Heads.

Especially large for a flail, wielding it requires more strength than it does dexterity.",Causes blood loss buildup (),-,Spinning Chain,8,18,12,0,0,0
1302,13,02,Family Heads,"Three bludgeoning copper heads attached to a handle by chains. Signature weapon of Necromancer Garris, the heretical sage.

The heads were made to resemble those of his wife and two children.",-,-,Familal Rancor,5.5,8,18,16,0,0
1303,13,03,Bastard's Stars,"Flail which deals magic damage, having been imbued with power by the remembrance of Astel.

Formed of the same many-colored star debris that comprised the form of the Naturalborn of the Void.",-,-,Nebula,5.5,8,22,22,0,0
1200,12,00,Large Club,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength to swing about.",-,-,Barbaric Roar,8.5,22,0,0,0,0
1208,12,08,Curved Great Club,"Large curved club of hard wood, shaped like a crescent moon.

Wielded by Albinaurics lacking the dexterity demanded by a curved sword, and who prefer the added weight and destructive force.",-,-,Barbaric Roar,10,24,10,0,0,0
1206,12,06,Great Mace,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin.

Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",-,-,Endure,11.5,28,0,0,0,0
1214,12,14,Pickaxe,"Large pickaxe designed to crack thick bedrock. Tool of sturdy miners.

Not originally designed as a weapon, but very adept at piercing armor.
""Little wretches, do you think your armor harder than stone?""",-,-,Endure,10,22,10,0,0,0
1219,12,19,Brick Hammer,"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself.

Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it.",-,-,Barbaric Roar,12.5,31,0,0,0,0
1202,12,02,Battle Hammer,"Large iron great hammer designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

Weighty enough to crush armor and its wearer alike.",-,-,Braggart's Roar,10,26,8,0,0,0
1221,12,21,Rotten Battle Hammer,"Large iron great hammer designed for gladiatorial combat, now festering with scarlet rot.

Weighty enough to crush armor and its wearer alike.",Causes scarlet rot buildup (),-,Braggart's Roar,10,26,8,0,0,0
1213,12,13,Celebrant's Skull,"Large bludgeon decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village.

The striking end is a skull too large in size to be human.
Grants trace amounts of runes on landing attacks.",-,Rune Gain on Hit,Barbaric Roar,8.5,18,12,0,0,0
1218,12,18,Great Stars,"Huge bludgeon with three stars at the striking end. Though primarily a striking weapon, the stars' spikes cause blood loss.

A blood-stained star is an ill omen, a fact not lost upon those against whom this weapon is brought to bear. Landing attacks slightly restores HP.",Causes blood loss buildup (),Restore HP on Hit,Endure,10,22,12,0,0,0
1201,12,01,Greathorn Hammer,"Huge thick horn carved with tree ring-like markings adapted into a bludgeoning weapon. Wielded by ancestral follower warriors.

The ancient horn is imbued with the power of ancestral spirits. A small amount of HP is restored upon defeating an enemy.",-,Restore HP on Kill,Barbaric Roar,10,22,10,0,0,0
1216,12,16,Envoy's Long Horn,"Long golden horn of the Oracle Envoys. Profoundly weighty, its blows are sure to be felt.

Originally an instrument, but one that cannot be sounded by a mere human. Or perhaps it is too early to sound the call.",-,-,Bubble Shower,9.5,23,11,0,18,0
1217,12,17,Cranial Vessel Candlestand,"Candlestand used in worship of Birac, the most hallowed Monk Prelate of the Giants' Flame. Concerned over the lazy arrogance with which the monks treated the Flame, Birac severed his own head as a lesson to the others, intending it be used as a candlestand. His faith yet smolders from within the cranial vessel.",-,-,Surge of Faith,12.5,26,8,0,22,0
1215,12,15,Beastclaw Greathammer,"Great hammer with a striking end modelled to resemble five beastly claws.

The black nails protruding from golden fur are said to represent Serosh, Lord of Beasts, who went on to become King Godfrey's Regent.",-,-,Regal Beastclaw,9,20,10,0,18,0
1220,12,20,Devourer's Scepter,"Scepter in the shape of a serpent devouring the world. This weapon will one day become the very symbol of the Lord of Blasphemy.
One of the legendary armaments.

A vision of the future briefly seen by Rykard in his final moments before being devoured by the great serpent.",-,-,Devourer of Worlds,11.5,24,20,0,25,0
2304,23,04,Duelist Greataxe,"Greataxe designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

A weapon reserved for duelist champions, the charge attack is particularly ferocious.",-,-,Endure,20,30,10,0,0,0
2315,23,15,Rotten Greataxe,"Greataxe designed for gladiatorial combat, now festering with scarlet rot.

Used by duelists who were exiled from the colosseum.",Causes scarlet rot buildup (),-,Endure,20,30,10,0,0,0
2312,23,12,Golem's Halberd,A great halberd of black stone crafted by a civilization now gone to ruin. Wielded by the Guardian Golem.,-,-,Charge Forth,21.5,36,14,0,0,0
2311,23,11,Giant-Crusher,"A hammer made from a boulder, used in the War against the Giants. One of the heftiest weapons in the entire Lands Between. After the giants were quelled, and man turned against man in violence, this weapon was all but forgotten. Man has grown feeble in comparison to his forebears.",-,-,Endure,26.5,60,0,0,0,0
2300,23,00,Prelate's Inferno Crozier,"Colossal hammer with the appearance of roiling flames. Weapon of the Prelates who lead the Fire Monks. Its heft represents the weight of their guardianship.

The hammer's head is unusually substantial, and strong attacks will fling foes into the air.",-,-,Prelate's Charge,23.5,45,8,0,0,0
2302,23,02,Great Club,"An enormous club of hard wood. Wildly hammering foes with this striking weapon requires no dexterity; only brute force. While it may seem sacrilegious, this weapon is said to be a withered branch of the Erdtree. Imbued with holy power, this weapon will never snap.",-,-,Golden Land,17,35,0,0,0,0
2313,23,13,Troll's Hammer,"Mining tool of stonedigger trolls used to crack bedrock.

Trolls are descended from the giants, and these were supposedly once used as ceremonial smithing tools. In the distant past, smithing was considered divine.",-,-,Troll's Roar,16,28,8,0,10,0
2306,23,06,Dragon Greatclaw,"Weapon said to have been whittled from the claw of a great, ancient dragon, wielded by grotesque Tree Sentinels who yet serve the Erdtree.

The claw is enwreathed with lightning, and tears through the dragons' feeble descendants with ease.",-,-,Endure,16,30,14,0,0,0
2301,23,01,Watchdog's Staff,"Large stone staff embedded with glintstone. Wielded by Erdtree Burial Watchdogs who protect catacombs.

The Watchdogs, battered and broken over their lengthy tenure, rule the catacombs and are even said to command the imps.",-,-,Sorcery of the Crozier,19,34,10,0,0,0
2307,23,07,Staff of the Avatar,"Ceremonial staff depicting the Erdtree in its historic radiance. Wielded by the avatars who protect the Minor Erdtrees.

The avatars, emerging in the wake of the Elden Ring's shattering, were determined to protect the withering Erdtree's offspring.",-,-,Erdtree Slam,20,34,8,0,24,0
2314,23,14,Rotten Staff,"Ceremonial staff depicting the Erdtree in its historic radiance. It festers with scarlet rot.

Wielded by the avatars who protect the Minor Erdtrees.",Causes scarlet rot buildup (),-,Erdtree Slam,18,34,8,0,0,0
2303,23,03,Envoy's Greathorn,"Fanned golden horn of the Oracle Envoys. Profoundly weighty, its blows are sure to be felt.

Originally an instrument, but one that cannot be sounded by a mere human. Or perhaps it is too early to sound the call.",-,-,Great Oracular Bubble,19.5,28,12,0,24,0
2310,23,10,Ghiza's Wheel,"Great iron wheel lined with flesh-flaying blades. Device of torture used by Inquisitor Ghiza. As the wheel spins it causes severe pain and blood loss.

The design was adopted for use as the iconic weapon wielded by Iron Virgins.",Causes blood loss buildup (),-,Spinning Wheel,19,28,18,0,0,0
2308,23,08,Fallingstar Beast Jaw,"Part of a Fallingstar Beast's jaw, hard and shining black, fashioned into a weapon.

With its sharp point, this colossal weapon can skewer foes.",-,-,Gravity Bolt,21.5,34,12,20,0,0
2305,23,05,Axe of Godfrey,"Weapon of Godfrey, Elden Lord. It was broken in a battle fought as leader of the Tarnished during the Long March. This weapon is symbolic of Godfrey's vow to conduct himself as a lord, later becoming an emblem of the golden lineage. In the days of the past, a crown was warranted with strength.",-,-,Regal Roar,18,42,14,0,0,0
1600,16,00,Short Spear,"An exceedingly plain spear of modest weight.

Simple to wield compared to many of its peers, its strong attack unleashes a series of successive piercing thrusts.
",-,-,Impaling Thrust,4,10,10,0,0,0
1615,16,15,Iron Spear,"Commonly used iron spear with no notable traits.
The blade is severely rusted.",-,-,Charge Forth,4.5,13,11,0,0,0
1601,16,01,Spear,"Weapon comprised of a blade attached to a long haft.

A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes.",-,-,Impaling Thrust,4.5,12,15,0,0,0
1605,16,05,Partisan,"Spear with a wide tip.

In addition to its thrusting attacks, this highly versatile weapon can be swung to sweep through foes.",-,-,Impaling Thrust,6.5,15,12,0,0,0
1607,16,07,Pike,"A longspear featuring an especially lengthy handle.

Specialized for use from long distances, it boasts the longest reach of any melee weapon. Incredibly useful even against foes on horseback, but hard to wield in cramped spaces.",-,-,Charge Forth,7.5,20,14,0,0,0
1614,16,14,Spiked Spear,"Weapon comprised of a spiked cylinder attached to a long pole. Capable of dealing strike damage when swung. The spikes induce blood loss.

Weapon of the Marionette Soldiers employed by sorcerers.",Causes blood loss buildup (),-,Impaling Thrust,6,14,16,0,0,0
1611,16,11,Cross-Naginata,"Weapon consisting of a three-pronged blade affixed to a long pole. The long central blade closely resembles a katana.

A weapon of the Land of Reeds, known for its ability to be wielded as a spear while still being capable of performing slashing attacks.",Causes blood loss buildup (),-,Impaling Thrust,8,16,20,0,0,0
1603,16,03,Clayman's Harpoon,"Harpoon with a tip made from a sharpened meteorite shard. Wielded by the claymen who infest dynastic remains.

The blade emits a faint light and deals magic damage.",-,-,Impaling Thrust,5.5,12,10,12,0,0
1606,16,06,Celebrant's Rib-Rake,"Rake decorated with many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village.

Crafted from human bone.
Grants trace amounts of runes upon landing attacks.",-,Rune Gain on Hit,Barbaric Roar,5,8,14,0,0,0
1608,16,08,Torchpole,"Torch fastened to a long pole. Lights up dark areas, but cannot be raised overhead.

Used by soldiers on watch, its attacks set foes aflame.",-,-,Charge Forth,6,14,15,0,0,0
1613,16,13,Inquisitor's Girandole,"Instrument of torture used on nobles behind the curtain at the Volcano Manor of Mt. Gelmir.

Its numerous spikes pierce the flesh, then singe the wounds with flame. The smell of burnt blood induces despair in the victim. A candlestick conceived by a thorough mind.",Causes blood loss buildup (),-,Charge Forth,7.5,18,15,0,16,0
1602,16,02,Crystal Spear,"Spear fashioned from pure crystal; a deed impossible for a human. Enwreathed with powerful magic, its attack scales with intelligence. The inscrutable Crystalians have but one clear purpose; to safeguard their crystals unto the end. One theory posits that they yearn for the return of their creator who will carve for them new brethren.",-,-,Impaling Thrust,5.5,10,16,16,0,0
1616,16,16,Rotten Crystal Spear,"Spear fashioned from pure crystal; a deed impossible for a human.
It festers with scarlet rot.

Enwreathed with powerful magic, its attack scales with intelligence.",Causes scarlet rot buildup (),-,Charge Forth,5.5,10,16,16,0,0
1604,16,04,Cleanrot Spear,"Spear of the Cleanrot Knights who fought alongside Malenia, Blade of Miquella.

The winged golden blade deals holy damage. The diminutive shield is blessed with an incantation that wards off rot.",-,Raise Immunity,Sacred Phalanx,5.5,16,16,0,14,0
1612,16,12,Death Ritual Spear,"Ritual spear used by priests of old who were permitted to come among the Deathbirds.

The priests became guardians of the birds through the rite of Death, which also serves as an oath sworn to their distant resurrection.",-,-,Spearcall Ritual,6.5,14,20,18,0,0
1609,16,09,Bolt of Gransax,"Spear whittled from the weapon wielded by Gransax.
One of the legendary armaments.

A great ancient dragon, Gransax once rained calamity upon the Royal Capital—the only time in historical record that Leyndell's walls have fallen. This marked the dawn of the war against the ancient dragons.",-,-,Ancient Lightning Spear,8.5,20,40,0,0,0
1706,17,06,Lance,"Considered a type of greatspear, this weapon has no blade, but instead features a long, conical body designed to pierce.

Though heavy and hard to wield, this weapon displays its worth in horseback combat whether mounted or even on foot.",-,-,Charge Forth,9,20,14,0,0,0
1707,17,07,Treespear,"Golden spear with tree-like design. Wielded by knights employed as palace guards in the Royal Capital of Leyndell.
Deals holy damage.

Requiring superior dexterity to wield, this greatspear can perform consecutive thrust attacks despite its larger size.",-,-,Sacred Order,9.5,15,22,0,18,0
1703,17,03,Serpent-Hunter,"Weapon that serves as both greatsword and spear. Thought to have been used to hunt an immortal great serpent in the distant past, it manifests a long blade of light when facing such a creature. When their master's heroic aspirations degenerated into mere greed, his men searched for a weapon with which they might halt their lord.",-,-,Great-Serpent Hunt,12,0,0,0,0,0
1702,17,02,Siluria's Tree,"Siluria's Tree, weapon of one of the two honored as foremost among the Crucible Knights.

The primordial form of the Erdtree is close in nature to life itself, and this spear, modeled on its crucible, is imbued with ancient holy essence. ",-,-,Siluria's Woe,10,27,13,0,20,0
1705,17,05,Vyke's War Spear,"War spear singed and blistered by fingers, used by Vyke, Knight of the Roundtable Hold.

Like Vyke himself, it has been tormented by the yellow flame of frenzy from within.",Causes madness buildup (),-,Frenzyflame Thrust,8,16,20,0,18,0
1701,17,01,Mohgwyn's Spear,"Trident of Mohg, Lord of Blood. A sacred spear that will come to symbolize his dynasty.

As well as serving as a weapon, it is an instrument of communion with an outer god who bestows power upon accursed blood. The mother of truth desires a wound.",Causes blood loss buildup (),-,Bloodboon Ritual,10,24,14,0,0,27
1800,18,00,Halberd,"A long-handled polearm that combines the functions of both axe and spear.

Can be used to press a single enemy with continuous thrusting attacks, or swept at groups, taking advantage of its great reach and cleaving blade. A versatile weapon for any situation.",-,-,Charge Forth,8,14,12,0,0,0
1803,18,03,Banished Knight's Halberd,"A finely-crafted halberd intricately engraved with an ancient motif.
Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes.

Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",-,-,Charge Forth,8,14,12,0,0,0
1802,18,02,Lucerne,"This polearm features a hard, sharpened beak-like spike attached to its head, designed to pierce armor.

Though designed mainly as a thrusting weapon, its long handle can be utilized to get around an enemy's guard with a sideward sweeping attack.",-,-,Charge Forth,7,15,12,0,0,0
1809,18,09,Glaive,"Weapon comprised of a sharp blade affixed to a long grip. It is in fact a sickle repurposed to be a tool of war.

This far-reaching weapon excels at slashing attacks.",-,-,Spinning Slash,10,18,15,0,0,0
1813,18,13,Vulgar Militia Shotel,"A hooked blade attached to a long handle. Wielded by the vulgar militia, its attacks can slip through an enemy's guard.

The vulgar militia are the undecorated stewards of rancid, scorched battlefields that none dare approach, and forbidden domains better forgotten by the rest of the world.",-,-,Spinning Slash,8,14,16,0,0,0
1807,18,07,Vulgar Militia Saw,"A weapon comprised of a saw blade attached to a long grip. Brandished by the vulgar militia, its serrated edge is very effective at inflicting blood loss. The saw is said to also be used to cut up bodies to feed the militia, but there are no firsthand witnesses to confirm the dire rumor.",Causes blood loss buildup (),-,Spinning Slash,8,15,13,0,0,0
1811,18,11,Guardian's Swordspear,"Weapon comprising a long handle and broad blade sharpened from the hard wood of old trees.

Wielded by guardians of the Minor Erdtrees, known as experts in the arts of combat. The power of this weapon scales greatly with dexterity.",-,-,Spinning Slash,9,17,16,0,0,0
1815,18,15,Gargoyle's Halberd,"Bronze halberd wielded by Valiant Gargoyles.

Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions.",-,-,Spinning Slash,12,26,10,0,0,0
1816,18,16,Gargoyle's Black Halberd,"Bronze halberd wielded by Valiant Gargoyles, mended with blackened corpse wax.
Deals holy damage.

Such is the mark of those who serve Maliketh, the Black Blade.",-,-,Spinning Slash,12,26,10,0,22,0
1805,18,05,Nightrider Glaive,"A jet-black glaive with a blade as weighty as a bludgeon. Weapon of the Night's Cavalry who ride funeral steeds.

This glaive excels at weighty slash attacks that crash into foes, making it a powerful weapon even on horseback.",-,-,Spinning Slash,12,26,10,0,0,0
1801,18,01,Pest's Glaive,"Glaive made from a hard, sharpened shell. Wielded by the pests who emerged from the Swamp of Aeonia.
Slightly increases non-physical damage negation.

Though men might recognize the keen intellect of the pests evidenced by this spear's uncanny design, it will never be understood by them.",-,Boost Absorption,Spinning Slash,7,13,13,0,0,0
1806,18,06,Ripple Crescent Halberd,"Weapon wielded by young Albinaurics.

The blade is said to resemble a partial image of a ripple, and its attack power scales with one's arcane attribute.",-,-,Spinning Slash,8.5,12,12,0,0,20
1808,18,08,Golden Halberd,"Weighty halberd forged of gold. Wielded by the Order of Tree Sentinels, heavily equipped knights.
Deals holy damage.

A masterfully crafted weapon that lives up to its heft, but is difficult for one of mere human strength to wield.",-,-,Golden Vow,13.5,30,14,0,12,0
