id,set_id,equip_slot_id,desc,weight,price,can_alter,image_url
3503,40,3,"Gauntlets of the Crucible Knights who served Godfrey, the first Elden Lord.

Hold the power of the crucible of life, the primordial form of the Erdtree. Strengthen Aspects of the Crucible incantations.

In time, the strength shown by these knights, and even their appearance, was seen as chaotic and deserving of scorn.",5.2,100,0,https://eldenring.fanapis.com/images/armors/17f699674a7l0i0o9cphpbh7jo0gv7.png
3504,40,4,"Greaves of the Crucible Knights who served Godfrey, the first Elden Lord.

Hold the power of the crucible of life, the primordial form of the Erdtree. Strengthen Aspects of the Crucible incantations.

In time, the strength shown by these knights, and even their appearance, was seen as chaotic and deserving of scorn.",9.6,100,0,https://eldenring.fanapis.com/images/armors/17f69549e50l0i0pi11yunxsy375d.png
3505,40,2,"Armor of the Crucible Knights who served Godfrey, the first Elden Lord.

Worn by the knight Siluria and her men.

Holds the power of the crucible of life, the primordial form of the Erdtree. Strengthens Aspects of the Crucible incantations.",15.5,500,1,https://eldenring.fanapis.com/images/armors/17f694aeec6l0i0nlb2yczejblw3fs.png
3506,40,2,"Armor of the Crucible Knights who served Godfrey, the first Elden Lord.

Worn by the knight Siluria and her men.

Holds the power of the crucible of life, the primordial form of the Erdtree. Strengthens Aspects of the Crucible incantations.",14.9,100,1,https://eldenring.fanapis.com/images/armors/17f6962d71bl0i0nlgnf87vzelcqvb.png
3507,40,1,"Helm of the Crucible Knights who served Godfrey, the first Elden Lord.

The great tree ornamentation is the knight Siluria's mark, displayed also by her men.

Holds the power of the crucible of life, the primordial form of the Erdtree. Strengthens Aspects of the Crucible incantations.",6.6,500,0,https://eldenring.fanapis.com/images/armors/17f6974f196l0i0ossd4lgj2ejtdo8.png
3508,41,2,"Armor worn by Raya Lucaria Academy knights.

Its left breast is emblazoned with a peering cuckoo, whence came their name.
Perhaps the bird's shrewd gaze is an expression of their refusal to be mere servants of the academy.",11.8,100,1,https://eldenring.fanapis.com/images/armors/17f69ad695cl0i0nlk7zosw17m45i.png
3509,41,2,"Armor worn by Raya Lucaria Academy knights.

Its left breast is emblazoned with a peering cuckoo, whence came their name.
Perhaps the bird's shrewd gaze is an expression of their refusal to be mere servants of the academy.",10.8,100,1,https://eldenring.fanapis.com/images/armors/17f69924cd5l0i0nlqxpvm0jwhqpqq.png
3510,41,3,"Gauntlets worn by Raya Lucaria Academy knights.
Time has yet to dull their luster.",3.9,500,0,https://eldenring.fanapis.com/images/armors/17f697642d0l0i0o98xc24ahp9u15s.png
3511,41,4,"Greaves worn by Raya Lucaria Academy knights.
Time has yet to dull their luster.",7.3,500,0,https://eldenring.fanapis.com/images/armors/17f69aef4b1l0i0phzyvuy1qjp4oel.png
3512,41,1,"Helm worn by Raya Lucaria Academy knights.
Its brow is adorned with a single cuckoo's feather.",5.1,2000,0,https://eldenring.fanapis.com/images/armors/17f69844223l0i0ou28cnmxfdjn7pc.png
3513,42,2,"Armor worn by Raya Lucaria Academy soldiers.

The surcoat depicts twinned cuckoos peering into a flourishing mass of glintstone.
To a glintstone sorcerer, the body is a transient thing. The Cuckoo alone knows its insignificance, yet watches over it all the same.",10.6,500,0,https://eldenring.fanapis.com/images/armors/17f696e2a6el0i0nlhjp412cuyw1b.png
3514,43,2,"Extremely thin and sheer white dress worn by the Deathbed Companion as she embraces the dead.

Slowly replenishes the HP of nearby allies, but not that of the wearer.

The touch of the fabric is exceedingly soft, so as not to harm even the most withered corpse, while still sharing her warmth.",3.2,2000,0,https://eldenring.fanapis.com/images/armors/17f693e9142l0i0nlr04j56c87ebi7.png
3515,43,4,"Skirt worn by Phia, the Deathbed Companion.",2.0,1000,0,https://eldenring.fanapis.com/images/armors/17f6946190el0i0pi558gumllwjgl3.png
3516,44,3,"Gloves worn by depraved perfumers.

These heresy-inclined perfumers imbibe their own spices to alter body and mind. Their slow descent into self-destruction is what earned them their name.",2.0,500,0,https://eldenring.fanapis.com/images/armors/17f69c157acl0i0o9atkpuufsohrii.png
3517,44,1,"Headscarf worn by depraved perfumers.

These heresy-inclined perfumers imbibe their own spices to alter body and mind. Their slow descent into self-destruction is what earned them their name.",2.1,2000,0,https://eldenring.fanapis.com/images/armors/17f6968948fl0i0ou27cfw87kk5qq.png
3518,44,2,"Robe worn by depraved perfumers.
The embroidery on the apron is itself a curse upon the Erdtree.

These heresy-inclined perfumers imbibe their own spices to alter body and mind. Their slow descent into self-destruction is what earned them their name.",5.0,500,1,https://eldenring.fanapis.com/images/armors/17f69862df3l0i0nlxyv0dkfqf5tj.png
3519,44,2,"Robe worn by depraved perfumers.
The embroidery on the apron is itself a curse upon the Erdtree.

These heresy-inclined perfumers imbibe their own spices to alter body and mind. Their slow descent into self-destruction is what earned them their name.",4.0,500,1,https://eldenring.fanapis.com/images/armors/17f69909573l0i0nn85bvv7mliw69r.png
3520,44,4,"Trousers worn by depraved perfumers.

These heresy-inclined perfumers imbibe their own spices to alter body and mind. Their slow descent into self-destruction is what earned them their name.",4.3,500,0,https://eldenring.fanapis.com/images/armors/17f6955c5eal0i0piah1du5rhvge9q.png
3521,45,1,"Replica of a twin-tailed silver helm with flowery adornments. Only, without the twin tails.

Diallos Hoslow had an older brother who was a stern, self-possessed man of few words. His achievements made him seem out of reach.

And so the younger aspired to be like the older. Yearning for the day that he would tell the tale of House Hoslow, in blood. Knowing full well that it would break his brother's heart.",4.6,200,0,https://eldenring.fanapis.com/images/armors/17f6964162al0i0ou0qpop2bf6vzth.png
3522,2,2,"Chainmail worn by young Albinaurics.
The appearance of a protruding belly provides no benefits worthy of note.",8.8,500,0,https://eldenring.fanapis.com/images/armors/17f699fe52el0i0nne4l5nr3ut897n.png
3523,46,2,"Black iron armor worn by drake knights.
Features the spoils of a dragon catch as an emblem of pride as both dragon hunter and partaker of communion.

The cape is crafted with dragon wing membrane.",9.2,100,1,https://eldenring.fanapis.com/images/armors/17f696d7404l0i0nn7va4d6abbcotb.png
3524,46,2,"Black iron armor worn by drake knights.
Features the spoils of a dragon catch as an emblem of pride as both dragon hunter and partaker of communion.

From birth, drake knights speak not a word. They spend their lives pursuing the strength of dragons, for its sublime beauty and inspiration of awe.",8.3,10,1,https://eldenring.fanapis.com/images/armors/17f699b9043l0i0nn83d0h57urk7fk.png
3525,46,3,"Black iron gauntlets worn by drake knights.
Features the spoils of a dragon catch as an emblem of pride as both dragon hunter and partaker of communion.

From birth, drake knights speak not a word. They spend their lives pursuing the strength of dragons, for its sublime beauty and inspiration of awe.",3.1,100,0,https://eldenring.fanapis.com/images/armors/17f693ad5d9l0i0o9cknym209rdqu.png
3526,46,4,"Black iron greaves by drake knights.
Features the spoils of a dragon catch as an emblem of pride as both dragon hunter and partaker of communion.

From birth, drake knights speak not a word. They spend their lives pursuing the strength of dragons, for its sublime beauty and inspiration of awe.",5.7,100,0,https://eldenring.fanapis.com/images/armors/17f698f9c24l0i0pi3v7okod63kwvu.png
3527,46,1,"Black iron helm worn by drake knights.
Features the spoils of a dragon catch as an emblem of pride as both dragon hunter and partaker of communion.

From birth, drake knights speak not a word. They spend their lives pursuing the strength of dragons, for its sublime beauty and inspiration of awe.",4.0,100,1,https://eldenring.fanapis.com/images/armors/17f699cce1al0i0ouctgvb37626x24.png
3528,46,1,"Black iron helm worn by drake knights.
Features the spoils of a dragon catch as an emblem of pride as both dragon hunter and partaker of communion.

From birth, drake knights speak not a word. They spend their lives pursuing the strength of dragons, for its sublime beauty and inspiration of awe.",3.6,100,1,https://eldenring.fanapis.com/images/armors/17f696a1925l0i0ou20hihbpko4bm6.png
3529,47,4,"Greaves encircled by bronze snakes.
Worn by gladiators who were driven from the colosseum. The wearer becomes a slightly easier target for foes.

The snake is viewed as a traitor to the Erdtree, and the audience delighted in seeing these bronze effigies beaten and battered.",7.3,500,0,https://eldenring.fanapis.com/images/armors/17f69c55725l0i0pi6oba1dev4bbv9.png
3530,47,1,"Bronze helm decorated with innumerable snakes.
Worn by gladiators who were driven from the colosseum. The wearer becomes a slightly easier target for foes.

The snake is viewed as a traitor to the Erdtree, and the audience delighted in seeing these bronze effigies beaten and battered.",6.2,500,0,https://eldenring.fanapis.com/images/armors/17f69a11473l0i0ou9k3d7vcgx07cm.png
3531,48,2,"Unusually colorful armor.
Worn by the knight Jerren.

Jerren preferred a nomadic existence, but after spending time as a guest of the Carian royals, he became a guest commander for General Radahn.

And for the first time, the restless tumbleweed would be bound by honorable oath.",10.6,2000,0,https://eldenring.fanapis.com/images/armors/17f693c8f84l0i0nnir4iotp5rvfb3.png
3532,48,4,"The knight Jerren's breeches.

Jerren preferred a nomadic existence, but after spending time as a guest of the Carian royals, he became the guest commander for General Radahn.

And for the first time, the restless tumbleweed would be bound by honorable oath.",5.1,500,0,https://eldenring.fanapis.com/images/armors/17f69b4f744l0i0pi68q3ihx2ageaq.png
3533,48,1,"A pointy, ragged hood.
Worn by the knight Jerren.

The hood hides an aged, bearded mask.

Jerren served General Radahn as a guest commander, and they are said to have sworn an oath of honorable death to one another. ",4.0,1000,1,https://eldenring.fanapis.com/images/armors/17f697b6acal0i0oubruczgxdx9ikq.png
3534,48,1,"A pointy, ragged hood.
Worn by the knight Jerren.

The hood hides an aged, bearded mask.

Jerren served General Radahn as a guest commander, and they are said to have sworn an oath of honorable death to one another. ",4.0,1000,1,https://eldenring.fanapis.com/images/armors/17f69c4cdd0l0i0oucw3g2vwat2x2.png
3535,48,3,"The knight Jerren's manchettes.

Jerren preferred a nomadic existence, but after spending time as a guest of the Carian royals, he became the guest commander for General Radahn.

And for the first time, the restless tumbleweed would be bound by honorable oath.",2.9,100,0,https://eldenring.fanapis.com/images/armors/17f69564c64l0i0o9bzue4p82jaqx.png
3536,49,2,"Armor of Godfrey, the first Elden Lord.

The age of the Erdtree began amongst conflict, when Godfrey was lord of the battlefield.

He led the War against the Giants. Faced the Storm Lord, alone. And then, there came a moment. When his last worthy enemy fell. And it was then, as the story is told, that the hue of Lord Godfrey's eyes faded.",9.2,1000,1,https://eldenring.fanapis.com/images/armors/17f693e09b8l0i0nndffutsb6b4e8k.png
3537,49,2,"Armor of Godfrey, the first Elden Lord.

The age of the Erdtree began amongst conflict, when Godfrey was lord of the battlefield.

He led the War against the Giants. Faced the Storm Lord, alone. And then, there came a moment. When his last worthy enemy fell. And it was then, as the story is told, that the hue of Lord Godfrey's eyes faded.",8.4,1000,1,https://eldenring.fanapis.com/images/armors/17f6973b5c4l0i0nnb11yezcgr5rfzi.png
3538,49,3,"Bracers of Godfrey, the first Elden Lord.

The age of the Erdtree began amongst conflict, when Godfrey was lord of the battlefield.

He led the War against the Giants. Faced the Storm Lord, alone. And then, there came a moment. When his last worthy enemy fell. And it was then, as the story is told, that the hue of Lord Godfrey's eyes faded.",3.1,1000,0,https://eldenring.fanapis.com/images/armors/17f699ef9dal0i0o9b5uipzj8nilf.png
3539,49,1,"Crown of Godfrey, the first Elden Lord.

The age of the Erdtree began amongst conflict, when Godfrey was lord of the battlefield.

He led the War against the Giants. Faced the Storm Lord, alone. And then, there came a moment. When his last worthy enemy fell. And it was then, as the story is told, that the hue of Lord Godfrey's eyes faded.",3.6,1000,0,https://eldenring.fanapis.com/images/armors/17f697a43cfl0i0oud5840qodk7im8.png
3540,49,4,"Greaves of Godfrey, the first Elden Lord.

The age of the Erdtree began amongst conflict, when Godfrey was lord of the battlefield.

He led the War against the Giants. Faced the Storm Lord, alone. And then, there came a moment. When his last worthy enemy fell. And it was then, as the story is told, that the hue of Lord Godfrey's eyes faded.",5.5,2000,0,https://eldenring.fanapis.com/images/armors/17f699c49edl0i0pi88zl49rrgngf.png
3541,50,1,"The soft bundle worn on the head by Oracle Envoys.
Densely wrapped in several layers of cloth.

Raises the potency of bubble-based skills.

No one knows what the cloth hides, but some claim to have heard a faint whimpering from inside. It must have been their imagination.",3.8,1000,0,https://eldenring.fanapis.com/images/armors/17f694d5b35l0i0ouyv7r9fhf6e5hg.png
3542,51,2,"Armor worn by soldiers sworn to defend the royal capital of Leyndell.

The surcoat bears a majestic likeness of the Erdtree. Its golden backing is an honor bestowed on no other soldiers.",10.6,200,0,https://eldenring.fanapis.com/images/armors/17f6990e711l0i0nnhe1vsvmoy5cxi.png
3543,52,4,"Commonplace leather boots, sturdy enough to withstand a long journey.",3.1,500,0,https://eldenring.fanapis.com/images/armors/17f699ef203l0i0pis7tqxak4y1zve.png
3544,52,3,"Commonplace leather manchettes.
Their hands are inlaid with dulled glintstone.",1.1,100,0,https://eldenring.fanapis.com/images/armors/17f699ad810l0i0oaoz2ac2zvdty1n.png
3545,52,2,"Commonplace robe made of thick cloth.
Worn by the Errant Sorcerer Wilhelm, one of the first Tarnished to visit Roundtable Hold.

A silent seeker of sorcery, who had gone so far as to make contact with the primeval current, Wilhelm was led by guidance into confrontation with his friend Vargram, and it is said that he was then taken prisoner in Roundtable Hold.",4.1,500,1,https://eldenring.fanapis.com/images/armors/17f69798ccbl0i0nnfvcte1t2jfs1b.png
3546,52,2,"Commonplace robe made of thick cloth.
Worn by the Errant Sorcerer Wilhelm, one of the first Tarnished to visit Roundtable Hold.

A silent seeker of sorcery, who had gone so far as to make contact with the primeval current, Wilhelm was led by guidance into confrontation with his friend Vargram, and it is said that he was then taken prisoner in Roundtable Hold.",3.2,500,1,https://eldenring.fanapis.com/images/armors/17f69809c2cl0i0np1gybgyzscj0p.png
3547,53,2,"Damaged armor draped with a large deep-red cloth.
Worn by soldiers sent to the penal colonies.",9.2,200,0,https://eldenring.fanapis.com/images/armors/17f6947679al0i0np87exprtde60f.png
3548,53,3,"Damaged iron gauntlets.
Worn by soldiers sent to the penal colonies.",2.9,200,0,https://eldenring.fanapis.com/images/armors/17f69a09a71l0i0oarrl7u2hkrar9p.png
3549,53,4,"Damaged iron greaves.
Worn by soldiers sent to the penal colonies.",5.7,200,0,https://eldenring.fanapis.com/images/armors/17f699f6cc4l0i0pje4benasznz9h.png
3550,53,1,"Deep red hood that covers the whole head.

Worn by soldiers sent to the penal colonies, who were required to keep their faces hidden.",4.0,500,0,https://eldenring.fanapis.com/images/armors/17f69906ec7l0i0ov1phhpwvgvqev6.png
3551,30,2,"Brown surcoat draped over chainmail.

The insignia emblazoned on the front marks out the wearer as the eyes and ears of Sir Gideon the All-Knowing.",9.2,200,0,https://eldenring.fanapis.com/images/armors/17f69b81b0fl0i0nox6k1sywembhx8.png
3552,54,2,"A cloak of ragged fur worn about the exposed body of Margit, the Fell Omen.

Having slaughtered countless champions during the Shattering, the Fell Omen has become a horror to those who harbor ambitions for the Erdtree, or for Lordship.",5.1,500,0,https://eldenring.fanapis.com/images/armors/17f69745003l0i0np2q18wxhgem49z.png
3553,23,2,"Ceremonial garb worn by dancers at the festivities in Dominula, the village of windmills.

Faintly bloodstained.",4.1,500,0,https://eldenring.fanapis.com/images/armors/17f69b9d0d3l0i0np1ewinq79w2phd.png
3554,23,2,"Ceremonial garb worn by dancers at the festivities in Dominula, the village of windmills.

Faintly bloodstained.",3.2,100,0,https://eldenring.fanapis.com/images/armors/17f692d489al0i0np20nfmvw8ku9t.png
3555,23,1,"Hood worn by dancers at the festivities in Dominula, the village of windmills.

Decorated with many-colored flowers.",1.7,1000,1,https://eldenring.fanapis.com/images/armors/17f69855a34l0i0ovty8rhwq2rl4i.png
3556,23,1,"Hood worn by dancers at the festivities in Dominula, the village of windmills.

Decorated with a stunning array of flowers.",1.0,100,1,https://eldenring.fanapis.com/images/armors/17f692d0fbcl0i0ovsczesu9l4suj.png
3557,55,1,"Hood of black cloth that covers the whole head.
Worn by Fia, the Deathbed Companion, on her journey after being exiled from her home.

The fabric itself is soft as silk.",1.7,1000,0,https://eldenring.fanapis.com/images/armors/17f6969f632l0i0ovwwo0wtpuzvocq.png
3558,55,2,"Robe of black cloth that covers the entire body.
Worn by Fia, the Deathbed Companion, on her journey after being exiled from her home.

The fabric itself is soft as silk and thin enough that those embraced can feel every pulse; every bit of her warmth.",5.1,500,1,https://eldenring.fanapis.com/images/armors/17f69bcba02l0i0np2hg16z35gtvl.png
3559,55,2,"Robe of black cloth that covers the entire body.
Worn by Fia, the Deathbed Companion, on her journey after being exiled from her home.

The fabric itself is soft as silk and thin enough that those embraced can feel every pulse; every bit of her warmth.",3.2,500,1,
3560,56,1,"Fillet worn by maidens who serve the Two Fingers.

The maidens live to serve a chosen Tarnished, sharing their guidance and the wisdom of the Two Fingers.

The guidance of grace would ensure that the pair be brought together. Or at least, such was the promise long ago.",2.2,200,0,https://eldenring.fanapis.com/images/armors/17f69516885l0i0ovv0vucbn8q9u5o.png
3561,56,2,"Robe worn by maidens who serve the Two Fingers.

The maidens live to serve a chosen Tarnished, sharing their guidance and the wisdom of the Two Fingers.

The guidance of grace would ensure that the pair be brought together. Or at least, such was the promise long ago.",4.6,200,1,https://eldenring.fanapis.com/images/armors/17f69a076eel0i0npawdixarnezf9r.png
3562,56,2,"Robe worn by maidens who serve the Two Fingers.

The maidens live to serve a chosen Tarnished, sharing their guidance and the wisdom of the Two Fingers.

The guidance of grace would ensure that the pair be brought together. Or at least, such was the promise long ago.",3.7,200,1,https://eldenring.fanapis.com/images/armors/17f697bc348l0i0npao8lh55tj2dwt.png
3563,56,4,"Shoes worn by maidens who serve the Two Fingers.

The maidens live to serve a chosen Tarnished, sharing their guidance and the wisdom of the Two Fingers.

The guidance of grace would ensure that the pair be brought together. Or at least, such was the promise long ago.",2.5,200,0,https://eldenring.fanapis.com/images/armors/17f69a90f49l0i0pjdktrpgmf8dtki.png
3564,57,2,"Iron armor singed and blistered by fingers.
Worn by Vyke, knight of the Roundtable Hold.

No other Tarnished was closer to the throne of the Elden Lord than Vyke. But without announcement, Vyke traveled far below the capital, and was scorched by the flame of frenzy.

Did he make his choice for his maiden, or did some other force lure him with suggestion?",10.6,500,1,https://eldenring.fanapis.com/images/armors/17f69b6df92l0i0npbev39ka5gaueh.png
3565,57,2,"Iron armor singed and blistered by fingers.
Worn by Vyke, knight of the Roundtable Hold.

No other Tarnished was closer to the throne of the Elden Lord than Vyke. But without announcement, Vyke traveled far below the capital, and was scorched by the flame of frenzy.

Did he make his choice for his maiden, or did some other force lure him with suggestion?",10.0,200,1,https://eldenring.fanapis.com/images/armors/17f692e48a9l0i0nq4invtcj4xoxg.png
3566,57,3,"Iron gauntlets singed and blistered by fingers.
Worn by Vyke, knight of the Roundtable Hold.

No other Tarnished was closer to the throne of the Elden Lord than Vyke. But without announcement, Vyke traveled far below the capital, and was scorched by the flame of frenzy.

Did he make his choice for his maiden, or did some other force lure him with suggestion?",3.5,1000,0,https://eldenring.fanapis.com/images/armors/17f695372c3l0i0oarsspg4ejbh4x.png
3567,57,4,"Iron greaves singed and blistered by fingers.
Worn by Vyke, knight of the Roundtable Hold.

No other Tarnished was closer to the throne of the Elden Lord than Vyke. But without announcement, Vyke traveled far below the capital, and was scorched by the flame of frenzy.

Did he make his choice for his maiden, or did some other force lure him with suggestion?",6.6,1000,0,https://eldenring.fanapis.com/images/armors/17f69508987l0i0pjd92xk2a5xm7lm.png
3568,57,1,"Iron helm singed and blistered by fingers.
Worn by Vyke, knight of the Roundtable Hold.

No other Tarnished was closer to the throne of the Elden Lord than Vyke. But without announcement, Vyke traveled far below the capital, and was scorched by the flame of frenzy.

Did he make his choice for his maiden, or did some other force lure him with suggestion?",4.6,1000,0,https://eldenring.fanapis.com/images/armors/17f697dbdecl0i0ovxiltdyjytpbt9.png
3569,17,2,"Black iron armor adorned with a red cloth.
Attire of the Fire Monks.

The grotesque face sculpted on the chest is said to depict the corrupt ancient god of the flame.
Taboos transform into lasting obsessions by virtue of the fear that they inspire.",11.8,200,0,https://eldenring.fanapis.com/images/armors/17f69708cd7l0i0nqs88hzvrpj80p7.png
3570,17,3,"Black iron gauntlets featuring a flame motif.
Attire of the Fire Monks.

The Fire Monks are guardians of the flame of ruin, forbidden by the Erdtree and said to be kept high in the Mountaintops of the Giants.",3.9,100,0,https://eldenring.fanapis.com/images/armors/17f6994bd42l0i0oap9tgxmdz4rsmd.png
3571,17,4,"Black iron greaves featuring a flame motif.
Attire of the Fire Monks.

The Fire Monks are guardians of the flame of ruin, forbidden by the Erdtree and said to be kept high in the Mountaintops of the Giants.",7.3,200,0,https://eldenring.fanapis.com/images/armors/17f697daf0dl0i0pjmfakgpsp5901d.png
3572,17,1,"Mail hood of iron links covering a headband
engraved with flames. Attire of the Fire Monks.

The Fire Monks are guardians of the flame of ruin, forbidden by the Erdtree and said to be kept high in the Mountaintops of the Giants.",4.0,200,0,https://eldenring.fanapis.com/images/armors/17f697cb110l0i0ovwk6xur5qnwbhk.png
3573,58,2,"Black iron armor adorned with a red cloth.
Attire of the Fire Prelates, commanders of the Fire Monks.

The weighty frames of the Prelates symbolized the onus of their grave vows as guardians of the flame. ""Etch this sight upon thine breast. Of my thunderous gravity.""",24.7,200,0,https://eldenring.fanapis.com/images/armors/17f698fce7fl0i0nqodwfje5g7qdem.png
3574,58,2,"Black iron armor.
Attire of the Fire Prelates, commanders of the Fire Monks.

The weighty frames of the Prelates symbolized the onus of their grave vows as guardians of the flame. ""Etch this sight upon thine breast. Of my thunderous gravity.""",23.6,200,0,https://eldenring.fanapis.com/images/armors/17f6983f317l0i0nqr76b932gq1eoj.png
3575,58,3,"Black iron gauntlets with the appearance of flames.
Attire of the Fire Prelates, commanders of the Fire Monks.

The weighty frames of the Prelates symbolized the onus of their grave vows as guardians of the flame. ""Etch this sight upon thine breast. Of my thunderous gravity.""",8.2,1000,0,https://eldenring.fanapis.com/images/armors/17f69adc730l0i0oayoby83p8xiwnl.png
3576,58,4,"Black iron greaves with the appearance of flames.
Attire of the Fire Prelates, commanders of the Fire Monks.

The weighty frames of the Prelates symbolized the onus of their grave vows as guardians of the flame. ""Etch this sight upon thine breast. Of my thunderous gravity.""",15.3,1000,0,https://eldenring.fanapis.com/images/armors/17f69622f6cl0i0pjc05js9m9o7wja.png
3577,58,1,"Helm engraved with a sacred countenance and housing a cauldron.
Attire of the Fire Prelates, commanders of the Fire Monks.

It is said the cauldron perched atop the head was originally furnished with embers, and would surge into flames when the wearer's faith reached its zenith. The fire of this cauldron has since died out, however.",10.6,200,0,https://eldenring.fanapis.com/images/armors/17f69337d12l0i0ovwtctjd032p2zn.png
3578,31,1,Flanged iron cap widely issued to foot soldiers in a lord's army.,3.6,200,0,https://eldenring.fanapis.com/images/armors/17f69877054l0i0ow67dzczoccaehw.png
3579,31,3,"Metal gauntlets covered in nicks and dents.
Widely issued to foot soldiers in a lord's army.",2.6,200,0,https://eldenring.fanapis.com/images/armors/17f69a12d9cl0i0oarplwe9hm6wjv.png
3580,31,4,"Metal greaves that have already been mended countless times.
Widely issued to foot soldiers in a lord's army.",5.1,100,0,https://eldenring.fanapis.com/images/armors/17f695faf97l0i0pjg6918xct5zqg.png
3581,59,1,"Wholly unembellished iron helm.
Widely issued to foot soldiers in a lord's army.",3.6,100,0,https://eldenring.fanapis.com/images/armors/17f6998676al0i0ow7occadh7p6bhd.png
3582,60,1,"Helmet with a protective metal plate.
Widely issued to foot soldiers in a lord's army.",3.6,100,0,https://eldenring.fanapis.com/images/armors/17f69bb7818l0i0ox811gnrl6ersvo.png
3583,60,2,"Padded cloth armor with more than a few stains.
Widely issued to foot soldiers in a lord's army.",8.3,100,0,https://eldenring.fanapis.com/images/armors/17f693c5636l0i0nqs80ibau41zw46.png
3584,61,4,"Leggings fashioned from bristly pelts.
Worn by ancestral follower warriors.

The ancestral followers keep their distance from the Erdtree, awaiting new buds. They are certain to sprout from their very flesh, and indeed, their souls.",3.1,100,0,https://eldenring.fanapis.com/images/armors/17f699f81a1l0i0pjcgq6p492zwoh.png
3585,61,2,"Raiment fashioned from a bristly pelt.
Worn by ancestral follower warriors.

The ancestral followers keep their distance from the Erdtree, awaiting new buds. They are certain to sprout from their very flesh, and indeed, their souls.",5.1,200,0,https://eldenring.fanapis.com/images/armors/17f69aaaa13l0i0nqk3jcpdpwb00yg.png
3586,30,3,"Gauntlets worn by ordinary soldiers.

Though plain in appearance, they offer dependable protection.",2.9,1000,0,
3587,62,2,"Armor worn by knights once loyal to Praetor Rykard.

It bears an emblem that none wear any longer, standing as it does for a lord that fell from lofty ambition into gluttonous depravity.
As the lord lost his dignity, so too did these knights lose their master.",11.8,3000,1,https://eldenring.fanapis.com/images/armors/17f695e41e2l0i0nqlnzqhrds6de4.png
3588,62,2,"Armor worn by knights once loyal to Praetor Rykard.

It bears an emblem that none wear any longer, standing as it does for a lord that fell from lofty ambition into gluttonous depravity.
As the lord lost his dignity, so too did these knights lose their master.",10.8,1000,1,https://eldenring.fanapis.com/images/armors/17f69ac51bfl0i0nqnn5hwqbyhej9f.png
3589,62,3,"Gauntlets worn by knights once loyal to Praetor Rykard.
Time has yet to dull their luster.",3.9,500,0,https://eldenring.fanapis.com/images/armors/17f696b459bl0i0oarls7aeninpc4m.png
3590,62,4,"Greaves worn by knights once loyal to Praetor Rykard.
Time has yet to dull their luster.",7.3,500,0,https://eldenring.fanapis.com/images/armors/17f6994cf13l0i0pjgx7fo0ts37s86.png
3591,62,1,"Helm worn by knights once loyal to Praetor Rykard.
Its crest of red feathers symbolizes Rykard's pedigree as Lord Radagon's son.",5.1,3000,0,https://eldenring.fanapis.com/images/armors/17f69669d03l0i0owwfzx2m5d017fj.png
3592,63,1,"Flanged cap made from gilded iron.
Issued to foot soldiers protecting the royal capital of Leyndell.",3.6,100,0,https://eldenring.fanapis.com/images/armors/17f6958bc93l0i0owvn6kwrjrr5z6t.png
3593,6,1,"Blue-green scarab worn directly on the head.
These scarabs roll clumps of sorcery during their labors.

Slightly reduces the FP costs of sorceries, but increases damage taken.",5.1,200,0,https://eldenring.fanapis.com/images/armors/17f697b1119l0i0owym1alieezqf6o.png
3594,64,2,"Armor worn by knights loyal to Godrick the Grafted.

Its left breast is emblazoned with a two-headed war axe, an emblem of the golden lineage.
The knights surely boasted of their strength in days long gone.",11.8,500,1,https://eldenring.fanapis.com/images/armors/17f69ad1925l0i0nqpxhwptd5dkycf.png
3595,64,2,"Armor worn by knights loyal to Godrick the Grafted.

Its left breast is emblazoned with a two-headed war axe, an emblem of the golden lineage.
The knights surely boasted of their strength in days long gone.",10.8,500,1,https://eldenring.fanapis.com/images/armors/17f6975d8a6l0i0nr44oj398jnk4qd.png
3596,64,3,"Gauntlets worn by knights loyal to Godrick the Grafted.
Time has yet to dull their luster.",3.9,1000,0,https://eldenring.fanapis.com/images/armors/17f69655c81l0i0oarbwusjaln8dq9.png
3597,64,4,"Greaves worn by knights loyal to Godrick the Grafted.
Time has yet to dull their luster.",7.3,1000,0,https://eldenring.fanapis.com/images/armors/17f697afca0l0i0pjke1nw6n59j3iy.png
3598,64,1,"Helm worn by knights loyal to Godrick the Grafted.
Adorned with a plume of withered, ashen hair.",5.1,500,0,https://eldenring.fanapis.com/images/armors/17f69bf3d3el0i0ox130u36g1qnq5dk.png
3599,65,3,"Gauntlets worn by soldiers loyal to Godrick the Grafted.
Rust-worn and stained through unending conflict.",3.5,500,0,https://eldenring.fanapis.com/images/armors/17f69932fbdl0i0oaxc7lwu7prd3kd.png
3600,65,4,"Greaves worn by soldiers loyal to Godrick the Grafted.
Rust-worn and stained through unending conflict.",6.6,100,0,https://eldenring.fanapis.com/images/armors/17f69403682l0i0pjpag5hfhptfu1v.png
3601,65,1,"Helm worn by soldiers loyal to Godrick the Grafted.
Made from durable iron, layered with a chainmail coif beneath.",4.0,100,0,https://eldenring.fanapis.com/images/armors/17f699c6f57l0i0ox8b667wvx9611w.png
3602,66,3,"Black bracelets of the Godskin Apostles.

The apostles, once said to serve Destined Death, are wielders of the god-slaying black flame. But after their defeat by Maliketh, the Black Blade, the source of their power was sealed away.",2.1,1000,0,https://eldenring.fanapis.com/images/armors/17f69552966l0i0oazfa77xdvanncu.png
