id,group_id,name,description,weapon_passive_id,hidden_effect_id,default_skill_id,weight,req_str,req_dex,req_int,req_fai,req_arc,image_url
89,3,Eclipse Shotel,"Storied sword and treasure of Castle Sol that depicts an eclipsed sun drained of color.
One of the legendary armaments.

In Sol, the sight of an eclipse inspires a dreadful awe, preventing an onlooker from averting his gaze.",,,46,3,10,25,0,30,0,https://eldenring.fanapis.com/images/weapons/17f695e8a95l0i1osvuh2s392bslgf.png
90,3,Serpent-God's Curved Sword,"Curved sword fashioned in the image of an ancient serpent deity and tool of a forgotten religion practiced on Mt. Gelmir.

Formerly used to offer up sacrifices, this sword restores HP upon slaying an enemy.",,28,16,4,13,9,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6977fc1al0i1oswu20i8xjh9liqj.png
91,3,Mantis Blade,"A curved sword with a blade at both ends wielded by the Cemetery Shades, the insect-ridden grave keepers.

The blade is thin and sharp, and strong attack unleashes a far-reaching slash.",,,16,4,10,12,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69a28357l0i1otefec4u3qjtjve.png
92,3,Scimitar,"A curved sword with a single-sided blade.
Delivers slashing attacks with its sharp blade, but is ineffective against thick armor and hides covered in tough scales.

Smaller in size than most curved swords, it carves into enemies with quick, sharp cuts.",,,16,3,7,13,0,0,0,https://eldenring.fanapis.com/images/weapons/17f695c221bl0i1oti2aqelikacuj6.png
93,3,Grossmesser,"Curved sword boasting a large blade.
This weapon is designed to make use of its weight in combination with its sharp cutting edge.

A thoroughly reliable choice of weapon for those who can master its particulars.",,,16,4.5,14,12,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69ba85cal0i1ou17700c5cqef3i.png
94,8,Onyx Lord's Greatsword,"Greatsword forged from golden-hued meteoric ore.
The blade conceals gravity-manipulating magic.

A weapon unique to the Onyx Lords, a race of ancients with skin of stone who were said to have risen to life when a meteor struck long ago.",,,47,11.5,20,16,16,0,0,https://eldenring.fanapis.com/images/weapons/17f69d4ff4fl0i1oq3u3wuk37p9n8y.png
95,8,Dismounter,"This curved greatsword wielded by the brawny sellswords of Kaiden combines the blade of a scimitar with the heft of a hatchet.

A difficult to handle weapon that demands much of the wielder's strength and dexterity, but with practice and ability, it can serve as a versatile weapon even on horseback.",,,16,10,19,16,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69c95aedl0i1oqkej3b4sanu0ho.png
96,8,Bloodhound's Fang,"Curved greatsword with a gently undulating blade wielded by Bloodhound Knights.

A fearsome blade capable of brutal airborne attacks.",3,,48,11.5,18,17,0,0,0,https://eldenring.fanapis.com/images/weapons/17f697d9a68l0i1oqeay5e8bb4oc3g.png
97,8,Magma Wyrm's Scalesword,"Curved greatsword wielded by Magma Wyrms. The shape resembles a dragon's jaw and is covered in hard scales.

It's said these land-bound dragons were once human heroes who partook in dragon communion, a grave transgression for which they were cursed to crawl the earth upon their bellies, shadows of their former selves.",,,49,15,24,15,0,18,0,https://eldenring.fanapis.com/images/weapons/17f6959a5afl0i1oqpihevj06l1n6f.png
98,8,Zamor Curved Sword,"Weapon wielded by the knights of Zamor who earned great renown during the War against the Giants.

In apparent devotion to winter, the curved blade is styled after an icy wind and imbued with a powerful frost effect.",1,,50,9,16,18,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6951db06l0i1or16gi01imzlv6v.png
99,8,Omen Cleaver,"Heavy-bladed curved sword of colossal size awarded to Omen as a tool of war. This weapon is made to take advantage of brute strength.

The pattern etched upon the blade is the remnant of a deteriorative malediction. Indeed, when bestowing a weapon, preparations must be made for taking it away.",,,16,11.5,19,16,0,0,0,https://eldenring.fanapis.com/images/weapons/17f699cd816l0i1oqxnpfv24k6jntj.png
100,8,Monk's Flameblade,"Curved sword with a flickering flame motif.
Wielded by the Fire Monks who came from the Mountaintops of the Giants.

The monks came to the land of Liurnia in pursuit of a fugitive who stole their fire.",,,16,9,18,18,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69d7bd32l0i1or3zgprsj3kycze.png
101,8,Beastman's Cleaver,"Curved greatsword of colossal size forged of dull iron and wielded by the beastmen of Farum Azula.

The blade is incredibly heavy, but well-balanced. Comparatively easy to wield for the damage it delivers. It's clear the beastmen possess knowledge beyond human ken.",,,16,16.5,25,14,0,0,0,https://eldenring.fanapis.com/images/weapons/17f695a31bbl0i1orafp8agcajnhoq.png
102,8,Morgott's Cursed Sword,"Warped blade of shifting hue used by Morgott, the Omen King.

The accursed blood that Morgott recanted and sealed away reformed into this blade.",3,,51,7.5,14,35,0,0,17,https://eldenring.fanapis.com/images/weapons/17f695e77b1l0i1orcoyco0l9fpi6j.png
103,9,Uchigatana,"A katana with a long single-edged curved blade.
A unique weapon wielded by the samurai from the Land of Reeds.

The blade, with its undulating design, boasts extraordinary sharpness, and its slash attacks cause blood loss.",3,,52,5.5,11,15,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69cd8a23l0i1peugvwepjdkaqh.png
104,9,Nagakiba,"Katana with a ferociously long blade.
Signature weapon of Yura, hunter of Bloody Fingers.

Reminiscent of a reinforced spear, its imposing length can be put to good use with powerful thrusting attacks.",3,,52,7,18,22,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69728e6al0i1peyh4scwxfhl357.png
105,9,Hand of Malenia,"Blade built into Malenia's prosthetic arm.
Through consecration it is resistant to rot.

Malenia's war prosthesis symbolized her victories.
Some claim to have seen wings when the weapon was raised aloft; wings of fierce determination that have never known defeat.",3,,53,7,16,48,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69667faal0i1pezui5k6y6r0fin.png
106,9,Meteoric Ore Blade,"Katana forged from meteoric ore to dispatch lifeforms born of falling stars.
Deals magic damage.

The blade is weighty, known to deliver slashes of such ferocity that the impact is said to resemble the crash of a falling meteor.",3,,54,7.5,15,14,18,0,0,https://eldenring.fanapis.com/images/weapons/17f69513a8al0i1pf3ozolljjevfk.png
107,9,Rivers of Blood,"Weapon of Okina, swordsman from the Land of Reeds.
A cursed weapon that has felled countless men.

When Mohg, the Lord of Blood, first felt Okina's sword, and madness, upon his flesh, he had a proposal, to offer Okina the life of a demon, whose thirst would never go unsated.",3,,55,6.5,12,18,0,0,20,https://eldenring.fanapis.com/images/weapons/17f6946d08bl0i1pfb4sevs913hvu.png
108,9,Moonveil,"Katana forged of glintstone.
Masterpiece of a Sellian swordsmith.

Light enwreathes the blade when sheathed, explaining its Moonveil moniker.",3,,56,6.5,12,18,23,0,0,https://eldenring.fanapis.com/images/weapons/17f69a10accl0i1pfj7uwvc9kzei7d.png
109,9,Dragonscale Blade,"A weapon made by sharpening a Gravel Stone scale, thought to be the source of ancient dragon immortality, into an unclouded blade.

Alas, the Dragonkin Soldiers never attained immortality, and perished as decrepit, pale imitations of their skyborn kin.",,,57,5.5,12,20,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69c558e4l0i1pfn93tt9wcpo0di.png
110,9,Serpentbone Blade,"Sinister katana modeled after a serpent bone.

The densely packed row of spines that jut away from the cutting edge are coated in a lethal poison.",2,,58,6,11,22,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69d611efl0i1pfqtebu0oq2b2w4.png
111,10,Twinblade,"A sword with blades on both sides of the hilt.
This weapon is difficult to wield and demands high dexterity.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",,,16,7,10,18,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69afb6c2l0i1ps6dducecpwa4m.png
112,10,Godskin Peeler,"Unique twinblade wielded by Godskin Apostles characterized by its disturbing design. One end features a sickle for slicing attacks while the other boasts a winding spike for boring into flesh.

Much skill is required to wield this weapon due to its asymmetric nature.",,,59,8,17,22,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69528e34l0i1pq5pn4dg3bbkmj.png
113,10,Twinned Knight Swords,"An attractive twinblade of fine make that prizes the chivalric way.

Can be wielded with a single hand, but its true strength is unlocked with dual-handed spinning attacks.",,,16,8,16,18,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69a2b9c8l0i1pqbpbbyiylafnx.png
114,10,Eleonora's Poleblade,"Twinned naginata forged in the Land of Reeds.
Chosen weapon of Eleonora, Violet Bloody Finger.

Her mastery of the sword was such that her onslaught was likened to a whirlwind, but now her legacy is stained by accursed blood.",3,,60,6,12,21,0,0,19,https://eldenring.fanapis.com/images/weapons/17f69d7ad55l0i1pqhdj20wzeg63ts.png
115,10,Gargoyle's Twinblade,"Bronze twinblade wielded by Valiant Gargoyles.

Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions.",,,16,8.5,18,15,0,0,0,https://eldenring.fanapis.com/images/weapons/17f695e037bl0i1pqkyetqd7zbu8l.png
116,10,Gargoyle's Black Blades,"Bronze twinblade wielded by Valiant Gargoyles, mended with blackened corpse wax.
Deals holy damage.

Such is the mark of those who serve Maliketh, the Black Blade.",,,16,8.5,18,15,0,22,0,https://eldenring.fanapis.com/images/weapons/17f69a3190el0i1pqs4x6j5c6xpye.png
117,11,Mace,"An iron bludgeon with sharp protrusions.

Striking attacks have few drawbacks, potent as they are at breaking through guards and stances. Most suited to head on slugging matches.",,,9,4.5,12,7,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69a7bbbcl0i1pbo28bmzr0t6jyp.png
118,11,Club,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength and persistence to hammer your foe into the ground.",,,61,3.5,10,0,0,0,0,https://eldenring.fanapis.com/images/weapons/17f694bb057l0i1pc726b2jy8z22n.png
119,11,Curved Club,"Hard, curved club, shaped like a crescent moon.

Wielded instead of a curved sword by Albinaurics lacking dexterity. The only point of similarity between the two is the shape.",,,61,5,11,7,0,0,0,https://eldenring.fanapis.com/images/weapons/17f696774f3l0i1pbvceygv4mkw0d7.png
120,11,Warpick,"Battle hammer with a hard protruding beak.
A pickaxe designed for combat, in essence.

A simple but highly effective weapon, the weighty piercing attack casually rips through metal armor.",,,9,2.5,11,9,0,0,0,https://eldenring.fanapis.com/images/weapons/17f694ca651l0i1pbx2gimykg3587g.png
121,11,Morning Star,"Battle hammer comprised of a globe attached to a handle. Though a bludgeon dealing strike damage, the appellative star is covered in spikes which cause blood loss.

Ironic given its graceful name, this weapon often reeks of blood.",3,,9,5,12,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69d6e6e0l0i1pctcpzxxaoxt1wc.png
122,11,Varré's Bouquet,"A steel mace resembling a charming bouquet of roses. Each petal has a sharpened edge, leaving the roses perpetually colored with blood.

This weapon reflects White Mask Varré's manner of speech rather well, enticing in its splendor, but full of deadly consequence.",3,,62,2,8,16,0,0,24,https://eldenring.fanapis.com/images/weapons/17f69aced5el0i1pcsbypcz3lxclfq.png
123,11,Spiked Club,"A club with beast fangs wrapped around the striking end. The uneven spread of fangs causes blood loss.

Given only to the toughest of demi-humans, this weapon is a badge of honor. Or so the demi-humans believe.",3,,61,5,12,7,0,0,0,https://eldenring.fanapis.com/images/weapons/17f699d1084l0i1pcmssd76cdlcjqk.png
124,11,Hammer,"Hammer comprised of a large stone affixed to a metal handle. Originally a blacksmith's tool.

The art of smithing is said to have originated among the giants. This weapon's striking attacks boast ample weight behind them.",,,9,6.5,14,7,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69a22461l0i1pcneoqys4gxbav.png
125,11,Monk's Flamemace,"Battle hammer made to resemble flickering flames. Signature weapon of the Fire Monks, who hail from the Mountaintops of the Giants.

The unique strong attack rouses fiery combative spirit.",,,9,6,13,13,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69b676c4l0i1pcy677icvt5r8m9.png
126,11,Envoy's Horn,"Golden horn of the Oracle Envoys. Profoundly weighty, its blows are sure to be felt.

Originally an instrument, but one that cannot be sounded by a mere human. Or perhaps it is too early to sound the call.",,,63,4,10,12,0,16,0,https://eldenring.fanapis.com/images/weapons/17f695571bbl0i1pdcktfpfya20p2.png
127,11,Scepter of the All-Knowing,"Scepter in the form of a hand grasping a pearl. Signature weapon of Sir Gideon Ofnir, the All-Knowing. The pearl stands for the world, the heavens, and an eye, representing the many forms of knowledge, never fully attainable. Even knowing that, the All-Knowing's hand grasps for it.",,,64,4.5,12,18,21,0,0,https://eldenring.fanapis.com/images/weapons/17f6980f9d0l0i1pdddh1p7a12vqnc.png
128,11,Nox Flowing Hammer,"Mace shaped like a suspended metal droplet wielded by monks of the Eternal City.

Forged from liquid metal from a Silver Tear, it is thoroughly tempered until hardened.",,,12,6.5,17,7,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69b63034l0i1pdhypowirop759.png
129,11,Ringed Finger,"Bludgeon made of an enormous finger sheathed in several heavy rings. Thought to have been cut from an ancestor of the Fingercreeper.

Some life yet remains in this legacy of an ancient act of blasphemy, as evidenced by the barely perceptible warmth it still exudes.",,,65,4.5,15,9,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69b7f413l0i1pdlfnyqleuyg0fm.png
130,11,Stone Club,"Signature weapon of battlemages, hewn from hard glintstone. This club is much heavier than its size suggests, but has no magic power.

So that they not lose sight of the true essence of combat, battlemages prefer to feel the impact of their blows, fighting their opponents hand to hand.",,,9,7,16,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6984dcccl0i1pdm4f6od648mce.png
131,11,Marika's Hammer,"Stone hammer made in the lands of the Numen, outside the Lands Between. The tool with which Queen Marika shattered the Elden Ring and Radagon attempted to repair it.

The hammer partially broke upon shattering the Ring, becoming splintered with rune fragments.",,,66,6,20,12,0,19,0,https://eldenring.fanapis.com/images/weapons/17f6976dccbl0i1pdxa3y1gcjkryhw.png
132,12,Large Club,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength to swing about.",,,61,8.5,22,0,0,0,0,https://eldenring.fanapis.com/images/weapons/17f698bc778l0i1pqyr7r7agoq3o5d.png
133,12,Greathorn Hammer,"Huge thick horn carved with tree ring-like markings adapted into a bludgeoning weapon. Wielded by ancestral follower warriors.

The ancient horn is imbued with the power of ancestral spirits. A small amount of HP is restored upon defeating an enemy.",,28,61,10,22,10,0,0,0,https://eldenring.fanapis.com/images/weapons/17f696c1ee3l0i1pr4ayhpbcwld3pn.png
134,12,Battle Hammer,"Large iron great hammer designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

Weighty enough to crush armor and its wearer alike.",,,67,10,26,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69b42027l0i1prapddaur3pdili.png
135,12,Great Mace,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin.

Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",,,68,11.5,28,0,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69a1045al0i1prfggf7geafalun.png
136,12,Curved Great Club,"Large curved club of hard wood, shaped like a crescent moon.

Wielded by Albinaurics lacking the dexterity demanded by a curved sword, and who prefer the added weight and destructive force.",,,61,10,24,10,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69aaf476l0i1prkfafl8jets7wh.png
137,12,Celebrant's Skull,"Large bludgeon decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village.

The striking end is a skull too large in size to be human.
Grants trace amounts of runes on landing attacks.",,26,61,8.5,18,12,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69ace310l0i1proreclwz3grgz.png
138,12,Pickaxe,"Large pickaxe designed to crack thick bedrock. Tool of sturdy miners.

Not originally designed as a weapon, but very adept at piercing armor.
""Little wretches, do you think your armor harder than stone?""",,,68,10,22,10,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69aa2722l0i1ps9o8lwz4rprn29.png
139,12,Beastclaw Greathammer,"Great hammer with a striking end modelled to resemble five beastly claws.

The black nails protruding from golden fur are said to represent Serosh, Lord of Beasts, who went on to become King Godfrey's Regent.",,,69,9,20,10,0,18,0,https://eldenring.fanapis.com/images/weapons/17f69aff56dl0i1przmnvkw34pmvm.png
140,12,Envoy's Long Horn,"Long golden horn of the Oracle Envoys. Profoundly weighty, its blows are sure to be felt.

Originally an instrument, but one that cannot be sounded by a mere human. Or perhaps it is too early to sound the call.",,,70,9.5,23,11,0,18,0,https://eldenring.fanapis.com/images/weapons/17f69c5e336l0i1ps8m2w27as1vumo.png
141,12,Cranial Vessel Candlestand,"Candlestand used in worship of Birac, the most hallowed Monk Prelate of the Giants' Flame. Concerned over the lazy arrogance with which the monks treated the Flame, Birac severed his own head as a lesson to the others, intending it be used as a candlestand. His faith yet smolders from within the cranial vessel.",,,71,12.5,26,8,0,22,0,https://eldenring.fanapis.com/images/weapons/17f69657dc0l0i1psc1sw2ehitb9m.png
142,12,Great Stars,"Huge bludgeon with three stars at the striking end. Though primarily a striking weapon, the stars' spikes cause blood loss.

A blood-stained star is an ill omen, a fact not lost upon those against whom this weapon is brought to bear. Landing attacks slightly restores HP.",3,30,68,10,22,12,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69dc134al0i1psnm7v5asqrwh7g.png
143,12,Brick Hammer,"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself.

Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it.",,,61,12.5,31,0,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69c5bf40l0i1pszirywq0wqy1l.png
144,12,Devourer's Scepter,"Scepter in the shape of a serpent devouring the world. This weapon will one day become the very symbol of the Lord of Blasphemy.
One of the legendary armaments.

A vision of the future briefly seen by Rykard in his final moments before being devoured by the great serpent.",,,72,11.5,24,20,0,25,0,https://eldenring.fanapis.com/images/weapons/17f69b4d221l0i1psy7bxk9acqs5xv.png
145,12,Rotten Battle Hammer,"Large iron great hammer designed for gladiatorial combat, now festering with scarlet rot.

Weighty enough to crush armor and its wearer alike.",4,,67,10,26,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f699989edl0i1pt44dx2gkj49me6.png
146,13,Nightrider Flail,"A flail with two additional bludgeoning heads.
Weapon of the Night's Cavalry who ride funeral steeds.

The large spikes make it highly effective at inducing blood loss, but also demand higher dexterity to wield.",3,,73,6,10,24,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69d96e43l0i1oy4z04zq0mvzanru.png
147,13,Flail,"Weapon consisting of a bludgeoning head attached to a handle by a chain. The iron ball is spiked and induces blood loss.

Blows from this weapon cannot be parried. The charge attack whirls the iron ball around for increased force before striking.",3,,73,5,10,18,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69552774l0i1oyd6lwf3vlq0nhn.png
148,13,Family Heads,"Three bludgeoning copper heads attached to a handle by chains. Signature weapon of Necromancer Garris, the heretical sage.

The heads were made to resemble those of his wife and two children.",,,74,5.5,8,18,16,0,0,https://eldenring.fanapis.com/images/weapons/17f695341ecl0i1oyf1mscsd2tuuid.png
149,13,Bastard's Stars,"Flail which deals magic damage, having been imbued with power by the remembrance of Astel.

Formed of the same many-colored star debris that comprised the form of the Naturalborn of the Void.",,,45,5.5,8,22,22,0,0,https://eldenring.fanapis.com/images/weapons/17f6992e218l0i1oykgr0udpp09p3.png
150,13,Chainlink Flail,"A spiked iron tube attached by a chain wielded by Mad Pumpkin Heads.

Especially large for a flail, wielding it requires more strength than it does dexterity.",3,,73,8,18,12,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69c119f0l0i1oz3m7cwvc1jqa6w.png
151,14,Battle Axe,"A thick, heavy blade attached to a handle. A versatile, standard weapon

Capable of powerful attacks thanks to the weighty blade, these weapons are also regarded for their powerful charge attacks.",,,75,4.5,12,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f699dbb9dl0i1ohfs2g1wqxwja74.png
152,14,Forked Hatchet,"Peculiar hatchet wielded by imps.

The gently undulating forked blade is known as an ""imp's tongue"" and causes blood loss.",3,,1,2.5,9,14,0,0,0,https://eldenring.fanapis.com/images/weapons/17f695c42f0l0i1ohb4cao0qxackpu.png
153,14,Hand Axe,"Commonly known as a hatchet, this smaller variety of axe is an everyday work tool.

Despite its short reach, it is easy to handle, exceling in successive attacks.",,,1,3.5,9,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69c35d2cl0i1oh7zuqfb3mdvsj.png
154,14,Jawbone Axe,"Axe made from a herbivore's skull. Weapon of the ancestral followers who disdain metal.

This axe is more of a bludgeon; it forgoes a bladed edge, instead using the beast's molar teeth to buffet foes, dealing strike damage.",,,75,5.5,14,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69667224l0i1ohar280aeoxkl6z.png
155,14,Iron Cleaver,"Fairly large iron cleaver, commonly used by the maltreated Misbegotten.

Steeped in resentment, these weapons are swung wildly and relentlessly, often after rushing up to foes. ",,,75,6,15,7,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69c6388cl0i1ohcb8denrbpuhqs.png
156,14,Ripple Blade,"Unique weapon wielded by young Albinaurics, this sword is modelled after the ripples that are thought to be the origin of their species.

Its attack power is greatly enhanced with one's arcane attribute.",,,75,4.5,11,11,0,0,20,https://eldenring.fanapis.com/images/weapons/17f694ef2f2l0i1ohsk3qoao9ds943.png
157,14,Celebrant's Cleaver,"Cleaver decorated with many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village.

Crafted from human bone.
Grants trace amounts of runes upon landing attacks.",,26,75,4.5,12,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6980f4d4l0i1oi72p2skbsycy5.png
158,14,Icerind Hatchet,"A hatchet with a frost-coated blade. One of several gifts given by Castle Sol in the distant north.

Known as ""freezing fog,"" the blade is thought to be a dragon's scale. Inflicts a powerful frost effect.",1,,76,3,11,16,0,0,0,https://eldenring.fanapis.com/images/weapons/17f699235c3l0i1ohvv1u6vgzp6gxv.png
159,14,Highland Axe,"Single-sided axe used by the warriors of the highlands.

Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.",,31,77,4.5,12,9,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69aeb629l0i1oifaza9fgo5b598.png
160,14,Sacrificial Axe,"Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity.

The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.",,31,75,5.5,16,10,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69b32182l0i1oi3uyg5fkssmhje.png
161,14,Rosus' Axe,"Usher of Death, Rosus, who shows the path to the catacombs throughout the Lands Between, is depicted on this ritual axe.

The dead easily lose their way, and have always been in sore need of a guiding hand.",,,78,5.5,18,10,18,0,0,https://eldenring.fanapis.com/images/weapons/17f6963aeael0i1oiez2moleac31tm.png
162,14,Stormhawk Axe,"Battle axe designed to resemble a hawk, with its wings comprising the blade. Signature weapon of warriors who strive to remain one with the storm, despite being so far from their place of birth.

Their hearts are proud, and thereby easily undone.",,,79,5.5,19,15,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69b8f9edl0i1oitj4z0mizqfmf7.png
163,15,Greataxe,"Greataxe akin to a huge lump of iron. Recognized as the weapon of choice of badland chieftains.

Too heavy to be wielded by those of merely ordinary strength, blows from this axe will flatten enemies, and the force of its charged attack is a sight to behold.",,,61,13,30,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69932567l0i1p1g57mgpbxaj4hw.png
164,14,Warped Axe,"Oversized double-headed axe with a bizarre, almost melted appearance.

Brute strength is the only thing required to wield this weapon, which appears to have taken quite the beating itself.",,,77,7.5,24,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6959fcafl0i1oinkyocipl7tiwk.png
165,15,Great Omenkiller Cleaver,"The blade of this huge, loathsome cleaver comprises a row of amputated Omen horns. Weapon of slaughter wielded by Omenkillers. 

The hideous horns cause blood loss, adding vibrant colors to the ongoing mayhem.",3,,75,11,23,12,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69c517f3l0i1p1j5gib5p31b06c.png
166,15,Crescent Moon Axe,"Greataxe with a large, arcing blade and long handle. The ""Crescent Moon"" of its name is said to have been spurred by nostalgia.

Specializes in sweeping through foes by making use of its long handle.",,,77,12.5,25,15,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6962ddb3l0i1p1wgacx8m0mpy3c.png
167,15,Axe of Godrick,"Greataxe wielded by Godrick the Grafted. This golden battleaxe is emblazoned with the figure of a beast, representing the strength of Godfrey, First Elden Lord and patriarch of the golden lineage.

""I command thee kneel! For I am the lord of all that is golden!""",,,80,11,34,22,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69a0a0del0i1p1ze2uhbxr6enmw.png
168,15,Longhaft Axe,"Large iron axe with a long handle. Weapon of the maltreated Misbegotten.

Making use of the force generated by its length, this weapon's resentment-charged blows are difficult to stop.",,,77,12.5,24,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69822237l0i1p270w3dlqvx3kil.png
169,15,Rusted Anchor,"A rusty anchor wielded as a weapon. Each of its four flukes is thick and sharp, enabling piercing attacks.

When the Tarnished left the Lands Between with their Lord, one boat alone was said to have been left behind.",,,61,12.5,26,9,0,0,0,https://eldenring.fanapis.com/images/weapons/17f696240e3l0i1p2l8nsbm1tuf3kq.png
170,15,Executioner's Greataxe,"Bulky cleaver welded to a long haft. Said to have been used to dispatch the remnants of defeated armies, felling them like timber.

Perhaps that is the reason it excels at critical hits.",,,77,15,34,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69bd922al0i1p2frazvyrv41tge.png
171,15,Winged Greathorn,"Distinctive horn suffused with the power of ancestral spirits. This large, wing-shaped specimen is wielded as a weapon of spirit worship.

In the ancestral spirit-worshipping faith, these are considered envoys' wings, made to reap the lives of beings which experience no sprouting.",,,81,11,30,20,0,0,0,https://eldenring.fanapis.com/images/weapons/17f699a5bafl0i1p2louzpgjcml2zi.png
172,15,Butchering Knife,"Huge carving knife made to cleanly butcher the human body. Signature weapon of the Ogress Anastasia, known to have eaten countless Tarnished while disguised as a Finger Maiden.

Restores a very small amount of HP when it squarely strikes an enemy.",,30,61,8.5,16,20,0,0,0,https://eldenring.fanapis.com/images/weapons/17f698a1aa2l0i1p2ttzr3kqvtkrqo.png
173,15,Gargoyle's Great Axe,"Bronze greataxe wielded by Valiant Gargoyles.

Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions.",,,77,8.5,24,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69aff1efl0i1p2xlel2i8mhvc2o.png
174,15,Gargoyle's Black Axe,"Bronze greataxe wielded by Valiant Gargoyles, mended with blackened corpse wax.
Deals holy damage.

Such is the mark of those who serve Maliketh, the Black Blade.",,,77,8.5,24,8,0,22,0,https://eldenring.fanapis.com/images/weapons/17f699ef109l0i1oj1cqtn6euxicod.png
175,16,Short Spear,"An exceedingly plain spear of modest weight.

Simple to wield compared to many of its peers, its strong attack unleashes a series of successive piercing thrusts.
",,,41,4,10,10,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69bba35dl0i1pilsvl3r9ub4cf9.png
176,16,Spear,"Weapon comprised of a blade attached to a long haft.

A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes.",,,41,4.5,12,15,0,0,0,https://eldenring.fanapis.com/images/weapons/17f697047a0l0i1pik0le4bp23xal.png
177,16,Crystal Spear,"Spear fashioned from pure crystal; a deed impossible for a human. Enwreathed with powerful magic, its attack scales with intelligence. The inscrutable Crystalians have but one clear purpose; to safeguard their crystals unto the end. One theory posits that they yearn for the return of their creator who will carve for them new brethren.",,,41,5.5,10,16,16,0,0,https://eldenring.fanapis.com/images/weapons/17f69a617edl0i1piq3kor6g6xs3ql.png
